Department,Region,quarter,Revenue,Revenue Goal,Margin,Margin Goal,Sales Quantity,Customers,KPi Achieved
Account Management,Jawa,2022Q3,1730.48,1970.22,0.16,0.15,25,145,NO
Business Development,Sumatra,2022Q3,53.74,2469.49,0.12,0.2,2,12,NO
Sales Enablement,Kalimantan,2022Q3,484.17,723.88,0.54,0.6,7,22,NO
Channel Sales,Papua,2022Q3,290.32,439.63,0.32,0.42,3,15,NO
Key Accounts,Sulawesi,2022Q3,3068.76,3441.97,0.14,0.31,47,184,NO
Sales Analytics,NTB,2022Q3,2645.89,1568.27,0.19,0.26,34,286,YES
Customer Success,Bali,2022Q3,787.96,1765.04,0.29,0.3,9,76,NO
Sales Training,Jawa,2022Q3,2010.61,1214.35,0.23,0.27,26,172,YES
Strategic Partnerships,Sumatra,2022Q3,1740.87,2557.89,0.29,0.33,23,130,NO
Sales Support,Kalimantan,2022Q3,1528.99,3307.77,0.29,0.38,22,88,NO
Retail Sales,Papua,2022Q3,822.51,1309.46,0.12,0.23,10,94,NO
E-commerce Sales,Sulawesi,2022Q3,1354.24,1369.43,0.32,0.32,17,96,NO
Enterprise Sales,NTB,2022Q3,1481.28,1454.46,0.13,0.15,21,63,YES
International Sales,Bali,2022Q3,2091.59,2330.04,0.18,0.26,30,161,NO
Sales Administration,Jawa,2022Q3,577.41,257.77,0.63,0.47,7,45,YES
Sales Engineering,Sumatra,2022Q3,24.37,956.67,0.56,0.45,1,5,NO
Sales Operations,Kalimantan,2022Q3,2045.76,3175.72,0.3,0.2,28,213,NO
Inside Sales,Papua,2022Q3,1812.13,2428.59,0.3,0.22,22,136,NO
Outside Sales,Sulawesi,2022Q3,555.52,2044.66,0.3,0.2,7,41,NO
Account Management,NTB,2022Q3,2180.57,1107.28,0.1,0.2,35,121,YES
Business Development,Bali,2022Q3,1289.7,1621.36,0.13,0.2,17,131,NO
Sales Enablement,Jawa,2022Q3,603.59,755.42,0.62,0.54,8,45,NO
Channel Sales,Sumatra,2022Q3,703.99,783.94,0.28,0.44,9,61,NO
Key Accounts,Kalimantan,2022Q3,1007.17,1426.43,0.32,0.25,14,132,NO
Sales Analytics,Papua,2022Q3,1072.29,1003.61,0.2,0.29,14,92,YES
Customer Success,Sulawesi,2022Q3,418.96,1414.73,0.12,0.28,5,27,NO
Sales Training,NTB,2022Q3,2315.8,3546.78,0.34,0.39,33,278,NO
Strategic Partnerships,Bali,2022Q3,2745.75,2821.73,0.36,0.31,39,111,NO
Sales Support,Jawa,2022Q3,3457.04,2940.09,0.2,0.29,45,280,YES
Retail Sales,Sumatra,2022Q3,2202.18,2547.97,0.3,0.24,34,99,NO
E-commerce Sales,Kalimantan,2022Q3,3680.45,1908.65,0.12,0.28,54,246,YES
Enterprise Sales,Papua,2022Q3,2100.48,2227.49,0.07,0.15,31,221,NO
International Sales,Sulawesi,2022Q3,2064.47,2109.19,0.14,0.21,28,268,NO
Sales Administration,NTB,2022Q3,697.62,777.42,0.68,0.45,10,37,NO
Sales Engineering,Bali,2022Q3,902.36,349.52,0.54,0.4,13,52,YES
Sales Operations,Jawa,2022Q3,1565.11,2896.02,0.09,0.24,23,95,NO
Inside Sales,Sumatra,2022Q3,1429.34,1015.47,0.22,0.22,20,80,YES
Outside Sales,Kalimantan,2022Q3,1442.77,868.31,0.15,0.17,19,108,YES
Account Management,Papua,2022Q3,1017.41,1965.37,0.2,0.16,14,93,NO
Business Development,Sulawesi,2022Q3,227.16,1743.33,0.19,0.2,4,16,NO
Sales Enablement,NTB,2022Q3,465.03,666.76,0.5,0.42,5,15,NO
Channel Sales,Bali,2022Q3,835.04,580.4,0.28,0.54,12,101,YES
Key Accounts,Jawa,2022Q3,3623.01,1568.62,0.4,0.25,73,658,YES
Sales Analytics,Sumatra,2022Q3,2353.42,3359.05,0.15,0.25,30,256,NO
Customer Success,Kalimantan,2022Q3,1959.16,2253.29,0.19,0.22,27,214,NO
Sales Training,Papua,2022Q3,2144.63,3144.75,0.25,0.35,27,202,NO
Strategic Partnerships,Sulawesi,2022Q3,2728.25,1705.19,0.16,0.26,40,371,YES
Sales Support,NTB,2022Q3,469.79,1111.23,0.33,0.33,6,50,NO
Retail Sales,Bali,2022Q3,1683.25,1410.34,0.15,0.18,21,209,YES
E-commerce Sales,Jawa,2022Q3,2405.28,3261.65,0.37,0.29,34,314,NO
Enterprise Sales,Sumatra,2022Q3,2068.82,1621.36,0.08,0.15,27,211,YES
International Sales,Kalimantan,2022Q3,972.67,1494.64,0.16,0.29,12,68,NO
Sales Administration,Papua,2022Q3,640.8,437.04,0.63,0.5,8,70,YES
Sales Engineering,Sulawesi,2022Q3,425.96,291.46,0.68,0.52,6,22,YES
Sales Operations,NTB,2022Q3,1303.34,3073.27,0.3,0.17,17,84,NO
Inside Sales,Bali,2022Q3,3103.4,1064.68,0.17,0.24,42,397,YES
Outside Sales,Jawa,2022Q3,382.94,1261.96,0.17,0.16,3,28,NO
Account Management,Sumatra,2022Q3,95.44,2459.58,0.17,0.2,2,8,NO
Business Development,Kalimantan,2022Q3,1671.77,691.26,0.26,0.19,21,143,YES
Sales Enablement,Papua,2022Q3,727.58,376.97,0.54,0.46,10,53,YES
Channel Sales,Sulawesi,2022Q3,24.62,510.07,0.38,0.5,2,5,NO
Key Accounts,NTB,2022Q3,642.32,1198.58,0.37,0.28,9,55,NO
Sales Analytics,Bali,2022Q3,3141.67,1960.21,0.24,0.3,45,190,YES
Customer Success,Jawa,2022Q3,2068.36,1115.64,0.17,0.28,25,187,YES
Sales Training,Sumatra,2022Q3,3148.55,3028.76,0.45,0.39,46,322,YES
Strategic Partnerships,Kalimantan,2022Q3,336.47,1690.59,0.14,0.31,5,42,NO
Sales Support,Papua,2022Q3,2180.41,2947.19,0.18,0.36,30,202,NO
Retail Sales,Sulawesi,2022Q3,133.64,1957.54,0.26,0.21,1,4,NO
E-commerce Sales,NTB,2022Q3,601.65,3592.42,0.24,0.24,7,29,NO
Enterprise Sales,Bali,2022Q3,1515.37,619.96,0.26,0.16,23,120,YES
International Sales,Jawa,2022Q3,1687.52,1805.16,0.11,0.29,21,132,NO
Sales Administration,Sumatra,2022Q3,743.54,797.53,0.2,0.45,11,82,NO
Sales Engineering,Kalimantan,2022Q3,904.44,340.36,0.52,0.41,13,97,YES
Sales Operations,Papua,2022Q3,2839.48,3141.52,0.27,0.18,38,365,NO
Inside Sales,Sulawesi,2022Q3,289.8,2828.14,0.26,0.21,3,18,NO
Outside Sales,NTB,2022Q3,2896.93,1990.08,0.26,0.18,40,265,YES
Account Management,Bali,2022Q3,513.54,1582.46,0.22,0.14,8,47,NO
Business Development,Jawa,2022Q3,1877.73,1811.08,0.22,0.16,23,179,YES
Sales Enablement,Sumatra,2022Q3,1157.55,1130.84,0.46,0.56,17,64,YES
Channel Sales,Kalimantan,2022Q3,445.26,1091.83,0.54,0.5,7,37,NO
Key Accounts,Papua,2022Q3,1494.17,3781.99,0.15,0.33,22,142,NO
Sales Analytics,Sulawesi,2022Q3,849.34,2015.91,0.31,0.26,10,37,NO
Customer Success,NTB,2022Q3,1761.57,721.96,0.23,0.22,23,209,YES
Sales Training,Bali,2022Q3,2821.14,2782.32,0.47,0.26,40,366,YES
Strategic Partnerships,Jawa,2022Q3,1613.15,3494.32,0.18,0.27,21,104,NO
Sales Support,Sumatra,2022Q3,3351.82,2316.45,0.35,0.29,51,156,YES
Retail Sales,Kalimantan,2022Q3,1075.57,870.56,0.31,0.23,14,121,YES
E-commerce Sales,Papua,2022Q3,3701.48,3757.5,0.42,0.25,55,343,NO
Enterprise Sales,Sulawesi,2022Q3,87.19,1088.86,0.24,0.2,1,5,NO
International Sales,NTB,2022Q3,1945.27,1311.88,0.32,0.25,26,193,YES
Sales Administration,Bali,2022Q3,123.75,943.07,0.34,0.45,1,7,NO
Sales Engineering,Jawa,2022Q3,41.59,883.35,0.27,0.49,2,11,NO
Sales Operations,Sumatra,2022Q3,2421.09,2171.58,0.26,0.24,31,298,YES
Inside Sales,Kalimantan,2022Q3,1428.85,2199.47,0.11,0.21,20,122,NO
Outside Sales,Papua,2022Q3,608.3,995.88,0.28,0.22,8,73,NO
Account Management,Sulawesi,2022Q3,722.85,1368.45,0.1,0.18,10,84,NO
Business Development,NTB,2022Q3,1018.88,1813.55,0.18,0.17,15,115,NO
Sales Enablement,Bali,2022Q3,987.11,665.86,0.28,0.42,12,88,YES
Channel Sales,Jawa,2022Q3,450.52,721.76,0.28,0.42,7,61,NO
Key Accounts,Sumatra,2022Q3,585.82,2920.25,0.35,0.24,7,36,NO
Sales Analytics,Kalimantan,2022Q3,2408.99,2087.38,0.24,0.31,32,140,YES
Customer Success,Papua,2022Q3,1761.2,871.61,0.4,0.2,22,175,YES
Sales Training,Sulawesi,2022Q3,312.21,2380.54,0.39,0.35,3,23,NO
Strategic Partnerships,NTB,2022Q3,2978.94,1892.03,0.45,0.3,39,191,YES
Sales Support,Bali,2022Q3,695,2648.85,0.27,0.3,8,59,NO
Retail Sales,Jawa,2022Q3,708.35,1883.66,0.13,0.22,8,55,NO
E-commerce Sales,Sumatra,2022Q3,2971.74,2085.26,0.17,0.29,43,394,YES
Enterprise Sales,Kalimantan,2022Q3,2316.44,1846.4,0.18,0.15,33,98,YES
International Sales,Papua,2022Q3,1782.57,1711.45,0.29,0.28,24,194,YES
Sales Administration,Sulawesi,2022Q3,479.93,797.1,0.27,0.43,7,42,NO
Sales Engineering,NTB,2022Q3,126.4,260.54,0.45,0.5,1,6,NO
Sales Operations,Bali,2022Q3,2110.94,2967.04,0.26,0.18,28,269,NO
Inside Sales,Jawa,2022Q3,939.59,2164.09,0.18,0.18,12,113,NO
Outside Sales,Sumatra,2022Q3,895.06,1069.48,0.1,0.18,12,35,NO
Account Management,Kalimantan,2022Q3,786.09,863.11,0.24,0.15,9,66,NO
Business Development,Papua,2022Q3,2340.06,945.8,0.14,0.15,33,102,YES
Sales Enablement,Sulawesi,2022Q3,855.12,458.91,0.44,0.46,11,58,YES
Channel Sales,NTB,2022Q3,141.23,343.95,0.74,0.46,1,5,NO
Key Accounts,Bali,2022Q3,2320.76,1670.16,0.13,0.33,32,286,YES
Sales Analytics,Jawa,2022Q3,439.88,3735.55,0.43,0.23,6,30,NO
Customer Success,Sumatra,2022Q3,347.75,1331.18,0.4,0.23,3,14,NO
Sales Training,Kalimantan,2022Q3,680.61,2664.77,0.22,0.34,10,72,NO
Strategic Partnerships,Papua,2022Q3,2023.11,2309.74,0.44,0.39,31,296,NO
Sales Support,Sulawesi,2022Q3,2379.04,3064.91,0.23,0.35,33,131,NO
Retail Sales,NTB,2022Q3,1225.57,1013.89,0.18,0.16,17,132,YES
E-commerce Sales,Bali,2022Q3,2271.84,3635.47,0.33,0.32,35,118,NO
Enterprise Sales,Jawa,2022Q3,2198.44,1115.27,0.17,0.15,30,238,YES
International Sales,Sumatra,2022Q3,1912.97,1290.52,0.36,0.2,26,165,YES
Sales Administration,Kalimantan,2022Q3,693.43,403.69,0.32,0.4,10,44,YES
Sales Engineering,Papua,2022Q3,821.98,404.39,0.59,0.4,11,57,YES
Sales Operations,Sulawesi,2022Q3,2072,1542.1,0.13,0.22,29,188,YES
Inside Sales,NTB,2022Q3,508.93,1659.44,0.1,0.22,6,27,NO
Outside Sales,Bali,2022Q3,3100.29,2385.88,0.19,0.16,47,443,YES
Account Management,Jawa,2022Q3,1524.02,1385.56,0.19,0.2,23,222,YES
Business Development,Sumatra,2022Q3,421.29,725.99,0.15,0.15,6,54,NO
Sales Enablement,Kalimantan,2022Q3,1193.46,1125.13,0.34,0.48,16,67,YES
Channel Sales,Papua,2022Q3,645.03,598.41,0.48,0.48,10,67,YES
Key Accounts,Sulawesi,2022Q3,1758.04,3718.74,0.29,0.24,23,139,NO
Sales Analytics,NTB,2022Q3,3518.71,1856.57,0.11,0.33,45,379,YES
Customer Success,Bali,2022Q3,1455.74,1933.74,0.14,0.22,18,145,NO
Sales Training,Jawa,2022Q3,578.25,1026.58,0.2,0.38,7,52,NO
Strategic Partnerships,Sumatra,2022Q3,3446.04,2795.5,0.38,0.29,48,382,YES
Sales Support,Kalimantan,2022Q3,2396.27,1783.14,0.48,0.29,33,204,YES
Retail Sales,Papua,2022Q3,1569.2,1830.58,0.32,0.21,20,148,NO
E-commerce Sales,Sulawesi,2022Q3,2063.34,1773.92,0.33,0.33,26,132,YES
Enterprise Sales,NTB,2022Q3,369.73,800.37,0.26,0.17,3,27,NO
International Sales,Bali,2022Q3,1694.72,907.27,0.22,0.22,21,120,YES
Sales Administration,Jawa,2022Q3,431.12,290.57,0.45,0.43,7,49,YES
Sales Engineering,Sumatra,2022Q3,778.03,791.76,0.22,0.43,10,86,NO
Sales Operations,Kalimantan,2022Q3,1516.22,2578.04,0.25,0.17,20,193,NO
Inside Sales,Papua,2022Q3,1647.65,1007.17,0.32,0.2,20,69,YES
Outside Sales,Sulawesi,2022Q3,3105.08,1628.34,0.22,0.21,49,297,YES
Account Management,NTB,2022Q3,989.8,696.9,0.2,0.15,14,128,YES
Business Development,Bali,2022Q3,2281.85,1175.85,0.24,0.19,32,232,YES
Sales Enablement,Jawa,2022Q3,916.54,838.55,0.48,0.4,14,44,YES
Channel Sales,Sumatra,2022Q3,698.69,601.77,0.7,0.5,9,60,YES
Key Accounts,Kalimantan,2022Q3,337.29,1046.69,0.21,0.28,5,22,NO
Sales Analytics,Papua,2022Q3,1630.68,2065.24,0.34,0.3,23,176,NO
Customer Success,Sulawesi,2022Q3,701.31,2362.14,0.2,0.26,9,49,NO
Sales Training,NTB,2022Q3,2743.85,2225.51,0.21,0.27,39,149,YES
Strategic Partnerships,Bali,2022Q3,2714.45,3056.69,0.14,0.27,41,262,NO
Sales Support,Jawa,2022Q3,3416.7,1186.24,0.33,0.38,46,220,YES
Retail Sales,Sumatra,2022Q3,341.57,1114.51,0.26,0.17,4,13,NO
E-commerce Sales,Kalimantan,2022Q3,1278.95,2685.15,0.21,0.29,18,74,NO
Enterprise Sales,Papua,2022Q3,415.1,1033.89,0.22,0.18,6,47,NO
International Sales,Sulawesi,2022Q3,319.83,2180.77,0.22,0.21,4,26,NO
Sales Administration,NTB,2022Q3,230.89,593.48,0.43,0.52,2,6,NO
Sales Engineering,Bali,2022Q3,353.31,845.01,0.68,0.47,5,32,NO
Sales Operations,Jawa,2022Q3,2642.64,1153.48,0.14,0.21,35,329,YES
Inside Sales,Sumatra,2022Q3,2450.19,3049.17,0.31,0.24,35,124,NO
Outside Sales,Kalimantan,2022Q3,116.57,3276.12,0.27,0.21,1,6,NO
Account Management,Papua,2022Q3,801.92,891.38,0.1,0.16,10,53,NO
Business Development,Sulawesi,2022Q3,1674.32,1041.64,0.23,0.2,23,155,YES
Sales Enablement,NTB,2022Q3,266.29,1105.45,0.76,0.46,4,18,NO
Channel Sales,Bali,2022Q3,131.72,380.52,0.74,0.46,1,6,NO
Key Accounts,Jawa,2022Q3,238.57,3216.23,0.34,0.32,3,28,NO
Sales Analytics,Sumatra,2022Q3,3651.31,1056.19,0.34,0.3,84,429,YES
Customer Success,Kalimantan,2022Q3,1147.35,2339.49,0.22,0.21,17,68,NO
Sales Training,Papua,2022Q3,3409.42,1763.81,0.16,0.27,42,211,YES
Strategic Partnerships,Sulawesi,2022Q3,2515.28,1411.89,0.2,0.3,37,299,YES
Sales Support,NTB,2022Q3,1813.86,1951.23,0.31,0.26,24,117,NO
Retail Sales,Bali,2022Q3,2145.98,1695.01,0.31,0.23,30,154,YES
E-commerce Sales,Jawa,2022Q3,3026.15,3469.93,0.22,0.24,38,329,NO
Enterprise Sales,Sumatra,2022Q3,1843.04,769.92,0.27,0.18,21,191,YES
International Sales,Kalimantan,2022Q3,2435.42,2011.56,0.33,0.28,38,138,YES
Sales Administration,Papua,2022Q3,61.93,599.27,0.58,0.47,1,5,NO
Sales Engineering,Sulawesi,2022Q3,390.02,566.5,0.56,0.41,4,34,NO
Sales Operations,NTB,2022Q3,220.57,2116.15,0.11,0.19,3,15,NO
Inside Sales,Bali,2022Q3,1930.93,1528.61,0.27,0.23,26,237,YES
Outside Sales,Jawa,2022Q3,1171.87,2857.47,0.29,0.16,18,111,NO
Account Management,Sumatra,2022Q3,2011.42,2228.73,0.24,0.2,30,166,NO
Business Development,Kalimantan,2022Q3,1151.63,1385,0.13,0.16,18,138,NO
Sales Enablement,Papua,2022Q3,778.46,517.53,0.42,0.52,12,107,YES
Channel Sales,Sulawesi,2022Q3,1060.92,892.94,0.28,0.6,15,107,YES
Key Accounts,NTB,2022Q3,1276.76,3518.23,0.29,0.32,16,110,NO
Sales Analytics,Bali,2022Q3,865.17,3286.39,0.19,0.26,14,40,NO
Customer Success,Jawa,2022Q3,173.68,1916.83,0.14,0.24,1,5,NO
Sales Training,Sumatra,2022Q3,2663.25,3328.58,0.26,0.36,38,296,NO
Strategic Partnerships,Kalimantan,2022Q3,198.78,2850.32,0.14,0.38,2,10,NO
Sales Support,Papua,2022Q3,181.02,2968.15,0.44,0.34,2,14,NO
Retail Sales,Sulawesi,2022Q3,1577.22,1475.63,0.25,0.24,21,120,YES
E-commerce Sales,NTB,2022Q3,1602.9,1599.31,0.23,0.31,21,117,YES
Enterprise Sales,Bali,2022Q3,470.05,1384.49,0.08,0.2,5,35,NO
International Sales,Jawa,2022Q3,1356.21,2280.07,0.17,0.23,19,119,NO
Sales Administration,Sumatra,2022Q3,185.33,741.02,0.25,0.49,1,7,NO
Sales Engineering,Kalimantan,2022Q3,426.24,886.64,0.41,0.43,6,44,NO
Sales Operations,Papua,2022Q3,1392.29,1021.79,0.24,0.18,18,170,YES
Inside Sales,Sulawesi,2022Q3,1624.98,2608.14,0.21,0.2,22,115,NO
Outside Sales,NTB,2022Q3,2704.5,2020.33,0.29,0.18,36,214,YES
Account Management,Bali,2022Q3,890.63,2358.79,0.21,0.17,14,98,NO
Business Development,Jawa,2022Q3,1981.4,813.38,0.2,0.15,28,247,YES
Sales Enablement,Sumatra,2022Q3,478.54,1187.68,0.6,0.58,5,18,NO
Channel Sales,Kalimantan,2022Q3,335.56,588.08,0.78,0.48,5,39,NO
Key Accounts,Papua,2022Q3,3539.19,3160.36,0.39,0.23,77,367,YES
Sales Analytics,Sulawesi,2022Q3,631.42,2565.15,0.24,0.29,9,36,NO
Customer Success,NTB,2022Q3,2546.09,2185.66,0.31,0.23,33,158,YES
Sales Training,Bali,2022Q3,3488.14,948.83,0.18,0.35,42,362,YES
Strategic Partnerships,Jawa,2022Q3,2207.69,3539.24,0.26,0.29,29,130,NO
Sales Support,Sumatra,2022Q3,959.66,2189.16,0.26,0.34,12,101,NO
Retail Sales,Kalimantan,2022Q3,1178.78,2001.96,0.31,0.22,17,62,NO
E-commerce Sales,Papua,2022Q3,849.68,1257.84,0.28,0.31,9,61,NO
Enterprise Sales,Sulawesi,2022Q3,832.43,1153.19,0.17,0.16,11,48,NO
International Sales,NTB,2022Q3,1137.49,1577.03,0.16,0.22,18,159,NO
Sales Administration,Bali,2022Q3,303.61,317.01,0.43,0.38,4,21,NO
Sales Engineering,Jawa,2022Q3,413.69,905.86,0.34,0.45,6,49,NO
Sales Operations,Sumatra,2022Q3,2141.8,1887.86,0.26,0.18,25,233,YES
Inside Sales,Kalimantan,2022Q3,428.76,1412.75,0.3,0.2,5,18,NO
Outside Sales,Papua,2022Q3,2447.85,3160.58,0.28,0.18,33,164,NO
Account Management,Sulawesi,2022Q3,2322.25,1732.85,0.19,0.18,32,99,YES
Business Development,NTB,2022Q3,305.5,677.42,0.13,0.17,4,24,NO
Sales Enablement,Bali,2022Q3,85.37,1153.73,0.56,0.56,1,4,NO
Channel Sales,Jawa,2022Q3,1123.95,315.09,0.34,0.42,14,95,YES
Key Accounts,Sumatra,2022Q3,3657.02,3563.52,0.33,0.31,67,510,YES
Sales Analytics,Kalimantan,2022Q3,891.15,3562.24,0.28,0.31,14,120,NO
Customer Success,Papua,2022Q3,896.26,1956.83,0.18,0.25,14,92,NO
Sales Training,Sulawesi,2022Q3,2332.38,1152.03,0.31,0.34,33,293,YES
Strategic Partnerships,NTB,2022Q3,666.99,3245.67,0.33,0.27,8,36,NO
Sales Support,Bali,2022Q3,2980.52,2847.39,0.39,0.36,42,157,YES
Retail Sales,Jawa,2022Q3,886.23,2583.23,0.24,0.21,12,73,NO
E-commerce Sales,Sumatra,2022Q3,1793.9,2527.45,0.28,0.31,26,220,NO
Enterprise Sales,Kalimantan,2022Q3,216.97,964.21,0.13,0.18,3,25,NO
International Sales,Papua,2022Q3,2643.46,2185.34,0.27,0.23,38,279,YES
Sales Administration,Sulawesi,2022Q3,364.35,863.06,0.58,0.49,5,34,NO
Sales Engineering,NTB,2022Q3,405.66,287.45,0.38,0.41,5,33,YES
Sales Operations,Bali,2022Q3,3088.26,2707.2,0.27,0.23,45,208,YES
Inside Sales,Jawa,2022Q3,2325.33,2707.47,0.23,0.17,30,100,NO
Outside Sales,Sumatra,2022Q3,1018.25,1467.24,0.19,0.18,15,64,NO
Account Management,Kalimantan,2022Q3,2191.58,1872.92,0.22,0.16,31,205,YES
Business Development,Papua,2022Q3,681.38,2251.63,0.13,0.16,10,83,NO
Sales Enablement,Sulawesi,2022Q3,516.75,709.29,0.66,0.42,7,48,NO
Channel Sales,NTB,2022Q3,371.82,677.89,0.48,0.46,4,35,NO
Key Accounts,Bali,2022Q3,1970.31,2612.94,0.15,0.33,26,217,NO
Sales Analytics,Jawa,2022Q3,3033.33,3544.67,0.43,0.28,42,296,NO
Customer Success,Sumatra,2022Q3,1421.54,1665.08,0.14,0.22,17,61,NO
Sales Training,Kalimantan,2022Q3,2886.97,1129.05,0.27,0.29,43,345,YES
Strategic Partnerships,Papua,2022Q3,2669.91,3121.55,0.44,0.31,38,349,NO
Sales Support,Sulawesi,2022Q3,2600.38,3405.42,0.31,0.29,35,309,NO
Retail Sales,NTB,2022Q3,1815.65,1269.14,0.27,0.18,26,221,YES
E-commerce Sales,Bali,2022Q3,2766.32,3805.68,0.31,0.24,40,333,NO
Enterprise Sales,Jawa,2022Q3,621.22,2150.79,0.2,0.15,10,74,NO
International Sales,Sumatra,2022Q3,1059.65,2291.98,0.4,0.21,15,97,NO
Sales Administration,Kalimantan,2022Q3,671.84,711.58,0.72,0.49,9,26,NO
Sales Engineering,Papua,2022Q3,510.77,251.35,0.43,0.5,7,44,YES
Sales Operations,Sulawesi,2022Q3,1606.39,1528.91,0.11,0.17,22,129,YES
Inside Sales,NTB,2022Q3,2536.58,886.15,0.26,0.22,36,215,YES
Outside Sales,Bali,2022Q3,941.1,2608.57,0.22,0.16,12,103,NO
Account Management,Jawa,2022Q3,992.93,2363.48,0.08,0.18,15,132,NO
Business Development,Sumatra,2022Q3,574.93,1793.31,0.25,0.15,7,58,NO
Sales Enablement,Kalimantan,2022Q3,265.32,363.56,0.68,0.48,2,11,NO
Channel Sales,Papua,2022Q3,370.11,312.72,0.44,0.48,4,18,YES
Key Accounts,Sulawesi,2022Q3,870.38,3729.06,0.31,0.29,14,96,NO
Sales Analytics,NTB,2022Q3,124.94,1152.33,0.4,0.26,2,14,NO
Customer Success,Bali,2022Q3,1980.45,2487.85,0.17,0.27,26,111,NO
Sales Training,Jawa,2022Q3,3140.37,1936.19,0.42,0.3,43,422,YES
Strategic Partnerships,Sumatra,2022Q3,3215,3457.54,0.43,0.34,49,178,NO
Sales Support,Kalimantan,2022Q3,2611.65,2815.66,0.51,0.38,33,183,NO
Retail Sales,Papua,2022Q3,2746.35,3074.42,0.18,0.2,38,307,NO
E-commerce Sales,Sulawesi,2022Q3,2098,1654.11,0.32,0.25,29,279,YES
Enterprise Sales,NTB,2022Q3,1589.08,1931.11,0.26,0.14,21,83,NO
International Sales,Bali,2022Q3,1992.17,894.51,0.22,0.28,28,118,YES
Sales Administration,Jawa,2022Q3,920.39,771.99,0.58,0.4,12,105,YES
Sales Engineering,Sumatra,2022Q3,505.33,741.95,0.22,0.4,7,33,NO
Sales Operations,Kalimantan,2022Q3,457.74,2078.26,0.1,0.18,5,18,NO
Inside Sales,Papua,2022Q3,3174.9,982.5,0.22,0.22,47,347,YES
Outside Sales,Sulawesi,2022Q3,1338.84,1839.96,0.18,0.17,17,137,NO
Account Management,NTB,2022Q3,287.01,769,0.24,0.21,2,9,NO
Business Development,Bali,2022Q3,2281.17,2346.91,0.08,0.2,35,184,NO
Sales Enablement,Jawa,2022Q3,514.25,436.79,0.38,0.4,7,49,YES
Channel Sales,Sumatra,2022Q3,272.96,814.48,0.4,0.5,2,7,NO
Key Accounts,Kalimantan,2022Q3,3727.47,1253.32,0.22,0.29,61,396,YES
Sales Analytics,Papua,2022Q3,446.1,3038.29,0.36,0.26,7,60,NO
Customer Success,Sulawesi,2022Q3,2560.27,2346.96,0.38,0.3,34,291,YES
Sales Training,NTB,2022Q3,1932.16,1832.74,0.51,0.31,29,172,YES
Strategic Partnerships,Bali,2022Q3,227.72,2659.13,0.14,0.34,3,20,NO
Sales Support,Jawa,2022Q3,1710.72,2331.62,0.33,0.36,24,106,NO
Retail Sales,Sumatra,2022Q3,1694.9,1841.63,0.13,0.24,23,180,NO
E-commerce Sales,Kalimantan,2022Q3,3509.53,2724,0.28,0.3,47,335,YES
Enterprise Sales,Papua,2022Q3,386.09,1170.97,0.2,0.14,5,15,NO
International Sales,Sulawesi,2022Q3,101.38,2025.57,0.27,0.23,2,5,NO
Sales Administration,NTB,2022Q3,617.23,249.61,0.63,0.49,8,31,YES
Sales Engineering,Bali,2022Q3,549.59,314.26,0.27,0.45,8,35,YES
Sales Operations,Jawa,2022Q3,226.36,1495.48,0.22,0.17,2,9,NO
Inside Sales,Sumatra,2022Q3,2712.14,1193.09,0.26,0.23,40,179,YES
Outside Sales,Kalimantan,2022Q3,2577.92,921.75,0.28,0.18,37,223,YES
Account Management,Papua,2022Q3,994.44,2247.43,0.19,0.15,15,123,NO
Business Development,Sulawesi,2022Q3,2106.81,1928.61,0.13,0.16,26,156,YES
Sales Enablement,NTB,2022Q3,282.49,309.58,0.4,0.46,3,11,NO
Channel Sales,Bali,2022Q3,340.71,567.24,0.66,0.58,3,27,NO
Key Accounts,Jawa,2022Q3,639.34,2220.5,0.32,0.3,10,80,NO
Sales Analytics,Sumatra,2022Q3,3099.41,2478.41,0.18,0.29,49,258,YES
Customer Success,Kalimantan,2022Q3,536.8,984.63,0.15,0.29,8,42,NO
Sales Training,Papua,2022Q3,3402.84,1230.78,0.4,0.3,50,295,YES
Strategic Partnerships,Sulawesi,2022Q3,2950.02,1232.89,0.23,0.27,40,228,YES
Sales Support,NTB,2022Q3,1292,978.03,0.2,0.33,16,103,YES
Retail Sales,Bali,2022Q3,1074.07,1353.87,0.3,0.23,15,80,NO
E-commerce Sales,Jawa,2022Q3,1013.7,1434.98,0.12,0.33,14,129,NO
Enterprise Sales,Sumatra,2022Q3,1007.22,1800.98,0.07,0.15,14,118,NO
International Sales,Kalimantan,2022Q3,345.83,1843.84,0.4,0.28,5,37,NO
Sales Administration,Papua,2022Q3,342.76,651.3,0.31,0.45,4,12,NO
Sales Engineering,Sulawesi,2022Q3,771.67,413.06,0.25,0.49,9,62,YES
Sales Operations,NTB,2022Q3,2832.77,1401.84,0.09,0.21,40,185,YES
Inside Sales,Bali,2022Q3,2285.58,1788.49,0.17,0.17,31,229,YES
Outside Sales,Jawa,2022Q3,499.53,3090.12,0.17,0.2,5,13,NO
Account Management,Sumatra,2022Q3,2166.96,2294.4,0.28,0.15,30,152,NO
Business Development,Kalimantan,2022Q3,447.78,1645.08,0.22,0.21,6,17,NO
Sales Enablement,Papua,2022Q3,887.67,409.32,0.3,0.4,12,63,YES
Channel Sales,Sulawesi,2022Q3,595.89,539.47,0.74,0.58,7,26,YES
